Date,Year,Month,Day,Item,Gender
2020-01-16,2020,1,16,1,0
2020-01-16,2020,1,16,1,0
2020-01-16,2020,1,16,1,0
2020-01-16,2020,1,16,1,0
2020-01-16,2020,1,16,1,0
2020-01-16,2020,1,16,1,0
2020-01-16,2020,1,16,1,0
2020-01-17,2020,1,17,1,0
2020-01-17,2020,1,17,1,0
2020-01-17,2020,1,17,1,0
2020-01-17,2020,1,17,1,0
2020-01-17,2020,1,17,1,0
2020-01-17,2020,1,17,1,0
2020-01-17,2020,1,17,1,0
2020-01-18,2020,1,18,1,0
2020-01-18,2020,1,18,1,0
2020-01-18,2020,1,18,1,0
2020-01-18,2020,1,18,1,0
2020-01-18,2020,1,18,1,0
2020-01-18,2020,1,18,1,0
2020-01-18,2020,1,18,3,1
2020-01-19,2020,1,19,1,0
2020-01-19,2020,1,19,1,0
2020-01-19,2020,1,19,1,0
2020-01-19,2020,1,19,1,0
2020-01-19,2020,1,19,1,0
2020-01-19,2020,1,19,1,0
2020-01-19,2020,1,19,3,1
2020-01-20,2020,1,20,1,0
2020-01-20,2020,1,20,1,0
2020-01-20,2020,1,20,2,1
2020-01-20,2020,1,20,1,0
2020-01-20,2020,1,20,1,0
2020-01-20,2020,1,20,1,0
2020-01-20,2020,1,20,1,0
2020-01-21,2020,1,21,1,0
2020-01-21,2020,1,21,3,1
2020-01-21,2020,1,21,2,1
2020-01-21,2020,1,21,1,0
2020-01-21,2020,1,21,1,0
2020-01-21,2020,1,21,1,0
2020-01-21,2020,1,21,3,1
2020-01-22,2020,1,22,2,1
2020-01-22,2020,1,22,1,0
2020-01-22,2020,1,22,2,1
2020-01-22,2020,1,22,3,1
2020-01-22,2020,1,22,1,0
2020-01-22,2020,1,22,1,0
2020-01-22,2020,1,22,1,0
2020-01-23,2020,1,23,1,0
2020-01-23,2020,1,23,1,0
2020-01-23,2020,1,23,1,0
2020-01-23,2020,1,23,1,0
2020-01-23,2020,1,23,1,0
2020-01-23,2020,1,23,1,0
2020-01-23,2020,1,23,2,1
2020-01-24,2020,1,24,1,0
2020-01-24,2020,1,24,1,0
2020-01-24,2020,1,24,1,0
2020-01-24,2020,1,24,1,0
2020-01-24,2020,1,24,1,0
2020-01-24,2020,1,24,1,0
2020-01-24,2020,1,24,1,0
2020-01-25,2020,1,25,2,1
2020-01-25,2020,1,25,1,0
2020-01-25,2020,1,25,2,1
2020-01-25,2020,1,25,1,0
2020-01-25,2020,1,25,2,1
2020-01-25,2020,1,25,1,0
2020-01-25,2020,1,25,2,1
2020-01-26,2020,1,26,1,0
2020-01-26,2020,1,26,2,1
2020-01-26,2020,1,26,1,0
2020-01-26,2020,1,26,1,0
2020-01-26,2020,1,26,1,0
2020-01-26,2020,1,26,1,0
2020-01-26,2020,1,26,1,0
2020-01-27,2020,1,27,1,0
2020-01-27,2020,1,27,1,0
2020-01-27,2020,1,27,1,0
2020-01-27,2020,1,27,1,0
2020-01-27,2020,1,27,1,0
2020-01-27,2020,1,27,1,0
2020-01-27,2020,1,27,1,0
2020-01-28,2020,1,28,1,0
2020-01-28,2020,1,28,1,0
2020-01-28,2020,1,28,1,0
2020-01-28,2020,1,28,1,0
2020-01-28,2020,1,28,1,0
2020-01-28,2020,1,28,1,0
2020-01-28,2020,1,28,3,1
2020-01-29,2020,1,29,1,0
2020-01-29,2020,1,29,1,0
2020-01-29,2020,1,29,1,0
2020-01-29,2020,1,29,1,0
2020-01-29,2020,1,29,1,0
2020-01-29,2020,1,29,1,0
2020-01-29,2020,1,29,1,0
2020-01-30,2020,1,30,1,0
2020-01-30,2020,1,30,3,1
2020-01-30,2020,1,30,1,0
2020-01-30,2020,1,30,1,0
2020-01-30,2020,1,30,1,0
2020-01-30,2020,1,30,1,0
2020-01-30,2020,1,30,1,0
2020-01-31,2020,1,31,1,0
2020-01-31,2020,1,31,1,0
2020-01-31,2020,1,31,1,0
2020-01-31,2020,1,31,3,1
2020-01-31,2020,1,31,1,0
2020-01-31,2020,1,31,2,1
2020-01-31,2020,1,31,1,0
2020-02-01,2020,2,1,1,0
2020-02-01,2020,2,1,1,0
2020-02-01,2020,2,1,1,0
2020-02-01,2020,2,1,1,0
2020-02-01,2020,2,1,1,0
2020-02-01,2020,2,1,3,1
2020-02-01,2020,2,1,1,0
2020-02-02,2020,2,2,1,0
2020-02-02,2020,2,2,1,0
2020-02-02,2020,2,2,1,0
2020-02-02,2020,2,2,1,0
2020-02-02,2020,2,2,2,1
2020-02-02,2020,2,2,1,0
2020-02-02,2020,2,2,2,1
2020-02-03,2020,2,3,1,0
2020-02-03,2020,2,3,1,0
2020-02-03,2020,2,3,3,1
2020-02-03,2020,2,3,1,0
2020-02-03,2020,2,3,1,0
2020-02-03,2020,2,3,1,0
2020-02-03,2020,2,3,3,1
2020-02-04,2020,2,4,1,0
2020-02-04,2020,2,4,1,0
2020-02-04,2020,2,4,1,0
2020-02-04,2020,2,4,2,1
2020-02-04,2020,2,4,2,1
2020-02-04,2020,2,4,1,0
2020-02-04,2020,2,4,1,0
2020-02-05,2020,2,5,1,0
2020-02-05,2020,2,5,1,0
2020-02-05,2020,2,5,1,0
2020-02-05,2020,2,5,1,0
2020-02-05,2020,2,5,1,0
2020-02-05,2020,2,5,1,0
2020-02-05,2020,2,5,2,1
2020-02-06,2020,2,6,1,0
2020-02-06,2020,2,6,1,0
2020-02-06,2020,2,6,1,0
2020-02-06,2020,2,6,3,1
2020-02-06,2020,2,6,1,0
2020-02-06,2020,2,6,1,0
2020-02-06,2020,2,6,1,0
2020-02-07,2020,2,7,3,1
2020-02-07,2020,2,7,1,0
2020-02-07,2020,2,7,3,1
2020-02-07,2020,2,7,1,0
2020-02-07,2020,2,7,1,0
2020-02-07,2020,2,7,1,0
2020-02-07,2020,2,7,3,1
2020-02-08,2020,2,8,2,1
2020-02-08,2020,2,8,1,0
2020-02-08,2020,2,8,1,0
2020-02-08,2020,2,8,1,0
2020-02-08,2020,2,8,1,0
2020-02-08,2020,2,8,1,0
2020-02-08,2020,2,8,1,0
2020-02-09,2020,2,9,3,1
2020-02-09,2020,2,9,1,0
2020-02-09,2020,2,9,1,0
2020-02-09,2020,2,9,2,1
2020-02-09,2020,2,9,1,0
2020-02-09,2020,2,9,1,0
2020-02-09,2020,2,9,1,0
2020-02-10,2020,2,10,1,0
2020-02-10,2020,2,10,1,0
2020-02-10,2020,2,10,1,0
2020-02-10,2020,2,10,1,0
2020-02-10,2020,2,10,1,0
2020-02-10,2020,2,10,1,0
2020-02-10,2020,2,10,1,0
2020-02-11,2020,2,11,3,1
2020-02-11,2020,2,11,1,0
2020-02-11,2020,2,11,1,0
2020-02-11,2020,2,11,1,0
2020-02-11,2020,2,11,1,0
2020-02-11,2020,2,11,1,0
2020-02-11,2020,2,11,2,1
2020-02-12,2020,2,12,2,1
2020-02-12,2020,2,12,1,0
2020-02-12,2020,2,12,1,0
2020-02-12,2020,2,12,1,0
2020-02-12,2020,2,12,1,0
2020-02-12,2020,2,12,1,0
2020-02-12,2020,2,12,2,1
2020-02-13,2020,2,13,1,0
2020-02-13,2020,2,13,1,0
2020-02-13,2020,2,13,1,0
2020-02-13,2020,2,13,1,0
2020-02-13,2020,2,13,1,0
2020-02-13,2020,2,13,1,0
2020-02-13,2020,2,13,1,0
2020-02-14,2020,2,14,1,0
2020-02-14,2020,2,14,3,1
2020-02-14,2020,2,14,1,0
2020-02-14,2020,2,14,1,0
2020-02-14,2020,2,14,1,0
2020-02-14,2020,2,14,1,0
2020-02-14,2020,2,14,1,0
2020-02-15,2020,2,15,1,0
2020-02-15,2020,2,15,1,0
2020-02-15,2020,2,15,1,0
2020-02-15,2020,2,15,1,0
2020-02-15,2020,2,15,2,1
2020-02-15,2020,2,15,1,0
2020-02-15,2020,2,15,1,0
2020-02-16,2020,2,16,1,0
2020-02-16,2020,2,16,1,0
2020-02-16,2020,2,16,3,1
2020-02-16,2020,2,16,1,0
2020-02-16,2020,2,16,1,0
2020-02-16,2020,2,16,1,0
2020-02-16,2020,2,16,2,1
2020-02-17,2020,2,17,2,1
2020-02-17,2020,2,17,1,0
2020-02-17,2020,2,17,1,0
2020-02-17,2020,2,17,1,0
2020-02-17,2020,2,17,1,0
2020-02-17,2020,2,17,1,0
2020-02-17,2020,2,17,3,1
2020-02-18,2020,2,18,1,0
2020-02-18,2020,2,18,1,0
2020-02-18,2020,2,18,3,1
2020-02-18,2020,2,18,1,0
2020-02-18,2020,2,18,1,0
2020-02-18,2020,2,18,2,1
2020-02-18,2020,2,18,1,0
2020-02-19,2020,2,19,1,0
2020-02-19,2020,2,19,2,1
2020-02-19,2020,2,19,3,1
2020-02-19,2020,2,19,1,0
2020-02-19,2020,2,19,1,0
2020-02-19,2020,2,19,3,1
2020-02-19,2020,2,19,1,0
2020-02-20,2020,2,20,1,0
2020-02-20,2020,2,20,1,0
2020-02-20,2020,2,20,1,0
2020-02-20,2020,2,20,1,0
2020-02-20,2020,2,20,1,0
2020-02-20,2020,2,20,2,1
2020-02-20,2020,2,20,1,0
2020-02-21,2020,2,21,1,0
2020-02-21,2020,2,21,1,0
2020-02-21,2020,2,21,2,1
2020-02-21,2020,2,21,3,1
2020-02-21,2020,2,21,3,1
2020-02-21,2020,2,21,1,0
2020-02-21,2020,2,21,3,1
2020-02-22,2020,2,22,1,0
2020-02-22,2020,2,22,1,0
2020-02-22,2020,2,22,3,1
2020-02-22,2020,2,22,1,0
2020-02-22,2020,2,22,3,1
2020-02-22,2020,2,22,1,0
2020-02-22,2020,2,22,1,0
2020-02-23,2020,2,23,1,0
2020-02-23,2020,2,23,1,0
2020-02-23,2020,2,23,1,0
2020-02-23,2020,2,23,1,0
2020-02-23,2020,2,23,1,0
2020-02-23,2020,2,23,1,0
2020-02-23,2020,2,23,1,0
2020-02-24,2020,2,24,2,1
2020-02-24,2020,2,24,1,0
2020-02-24,2020,2,24,3,1
2020-02-24,2020,2,24,1,0
2020-02-24,2020,2,24,3,1
2020-02-24,2020,2,24,1,0
2020-02-24,2020,2,24,1,0
2020-02-25,2020,2,25,1,0
2020-02-25,2020,2,25,1,0
2020-02-25,2020,2,25,1,0
2020-02-25,2020,2,25,1,0
2020-02-25,2020,2,25,3,1
2020-02-25,2020,2,25,1,0
2020-02-25,2020,2,25,1,0
2020-02-26,2020,2,26,1,0
2020-02-26,2020,2,26,1,0
2020-02-26,2020,2,26,1,0
2020-02-26,2020,2,26,1,0
2020-02-26,2020,2,26,1,0
2020-02-26,2020,2,26,2,1
2020-02-26,2020,2,26,2,1
2020-02-27,2020,2,27,1,0
2020-02-27,2020,2,27,1,0
2020-02-27,2020,2,27,1,0
2020-02-27,2020,2,27,1,0
2020-02-27,2020,2,27,1,0
2020-02-27,2020,2,27,1,0
2020-02-27,2020,2,27,1,0
2020-02-28,2020,2,28,1,0
2020-02-28,2020,2,28,1,0
2020-02-28,2020,2,28,1,0
2020-02-28,2020,2,28,3,1
2020-02-28,2020,2,28,1,0
2020-02-28,2020,2,28,1,0
2020-02-28,2020,2,28,1,0
2020-02-29,2020,2,29,1,0
2020-02-29,2020,2,29,1,0
2020-02-29,2020,2,29,1,0
2020-02-29,2020,2,29,1,0
2020-02-29,2020,2,29,1,0
2020-02-29,2020,2,29,1,0
2020-02-29,2020,2,29,3,1
2020-03-01,2020,3,1,2,1
2020-03-01,2020,3,1,2,1
2020-03-01,2020,3,1,2,1
2020-03-01,2020,3,1,2,1
2020-03-01,2020,3,1,2,1
2020-03-01,2020,3,1,2,1
2020-03-01,2020,3,1,2,1
2020-03-02,2020,3,2,3,0
2020-03-02,2020,3,2,4,0
2020-03-02,2020,3,2,2,1
2020-03-02,2020,3,2,2,1
2020-03-02,2020,3,2,2,1
2020-03-02,2020,3,2,2,1
2020-03-02,2020,3,2,2,1
2020-03-03,2020,3,3,2,1
2020-03-03,2020,3,3,4,0
2020-03-03,2020,3,3,2,1
2020-03-03,2020,3,3,2,1
2020-03-03,2020,3,3,2,1
2020-03-03,2020,3,3,4,0
2020-03-03,2020,3,3,2,1
2020-03-04,2020,3,4,2,1
2020-03-04,2020,3,4,4,0
2020-03-04,2020,3,4,2,1
2020-03-04,2020,3,4,2,1
2020-03-04,2020,3,4,4,0
2020-03-04,2020,3,4,2,1
2020-03-04,2020,3,4,2,1
2020-03-05,2020,3,5,4,0
2020-03-05,2020,3,5,2,1
2020-03-05,2020,3,5,2,1
2020-03-05,2020,3,5,2,1
2020-03-05,2020,3,5,2,1
2020-03-05,2020,3,5,2,1
2020-03-05,2020,3,5,4,0
2020-03-06,2020,3,6,2,1
2020-03-06,2020,3,6,2,1
2020-03-06,2020,3,6,2,1
2020-03-06,2020,3,6,4,0
2020-03-06,2020,3,6,2,1
2020-03-06,2020,3,6,3,0
2020-03-06,2020,3,6,2,1
2020-03-07,2020,3,7,2,1
2020-03-07,2020,3,7,2,1
2020-03-07,2020,3,7,2,1
2020-03-07,2020,3,7,2,1
2020-03-07,2020,3,7,4,0
2020-03-07,2020,3,7,4,0
2020-03-07,2020,3,7,2,1
2020-03-08,2020,3,8,2,1
2020-03-08,2020,3,8,3,0
2020-03-08,2020,3,8,4,0
2020-03-08,2020,3,8,4,0
2020-03-08,2020,3,8,2,1
2020-03-08,2020,3,8,2,1
2020-03-08,2020,3,8,2,1
2020-03-09,2020,3,9,2,1
2020-03-09,2020,3,9,2,1
2020-03-09,2020,3,9,4,0
2020-03-09,2020,3,9,2,1
2020-03-09,2020,3,9,2,1
2020-03-09,2020,3,9,2,1
2020-03-09,2020,3,9,2,1
2020-03-10,2020,3,10,2,1
2020-03-10,2020,3,10,2,1
2020-03-10,2020,3,10,2,1
2020-03-10,2020,3,10,2,1
2020-03-10,2020,3,10,2,1
2020-03-10,2020,3,10,2,1
2020-03-10,2020,3,10,2,1
2020-03-11,2020,3,11,2,1
2020-03-11,2020,3,11,2,1
2020-03-11,2020,3,11,2,1
2020-03-11,2020,3,11,2,1
2020-03-11,2020,3,11,4,0
2020-03-11,2020,3,11,3,0
2020-03-11,2020,3,11,2,1
2020-03-12,2020,3,12,2,1
2020-03-12,2020,3,12,4,0
2020-03-12,2020,3,12,2,1
2020-03-12,2020,3,12,2,1
2020-03-12,2020,3,12,3,0
2020-03-12,2020,3,12,2,1
2020-03-12,2020,3,12,2,1
2020-03-13,2020,3,13,2,1
2020-03-13,2020,3,13,2,1
2020-03-13,2020,3,13,2,1
2020-03-13,2020,3,13,2,1
2020-03-13,2020,3,13,2,1
2020-03-13,2020,3,13,2,1
2020-03-13,2020,3,13,2,1
2020-03-14,2020,3,14,2,1
2020-03-14,2020,3,14,2,1
2020-03-14,2020,3,14,2,1
2020-03-14,2020,3,14,2,1
2020-03-14,2020,3,14,2,1
2020-03-14,2020,3,14,2,1
2020-03-14,2020,3,14,2,1
2020-03-15,2020,3,15,2,1
2020-03-15,2020,3,15,2,1
2020-03-15,2020,3,15,3,0
2020-03-15,2020,3,15,4,0
2020-03-15,2020,3,15,2,1
2020-03-15,2020,3,15,2,1
2020-03-15,2020,3,15,2,1
2020-03-16,2020,3,16,2,1
2020-03-16,2020,3,16,2,1
2020-03-16,2020,3,16,2,1
2020-03-16,2020,3,16,3,0
2020-03-16,2020,3,16,2,1
2020-03-16,2020,3,16,2,1
2020-03-16,2020,3,16,2,1
2020-03-17,2020,3,17,2,1
2020-03-17,2020,3,17,2,1
2020-03-17,2020,3,17,2,1
2020-03-17,2020,3,17,4,0
2020-03-17,2020,3,17,2,1
2020-03-17,2020,3,17,2,1
2020-03-17,2020,3,17,2,1
2020-03-18,2020,3,18,2,1
2020-03-18,2020,3,18,3,0
2020-03-18,2020,3,18,2,1
2020-03-18,2020,3,18,3,0
2020-03-18,2020,3,18,2,1
2020-03-18,2020,3,18,2,1
2020-03-18,2020,3,18,2,1
2020-03-19,2020,3,19,2,1
2020-03-19,2020,3,19,3,0
2020-03-19,2020,3,19,2,1
2020-03-19,2020,3,19,2,1
2020-03-19,2020,3,19,2,1
2020-03-19,2020,3,19,4,0
2020-03-19,2020,3,19,2,1
2020-03-20,2020,3,20,2,1
2020-03-20,2020,3,20,2,1
2020-03-20,2020,3,20,2,1
2020-03-20,2020,3,20,2,1
2020-03-20,2020,3,20,2,1
2020-03-20,2020,3,20,2,1
2020-03-20,2020,3,20,4,0
2020-03-21,2020,3,21,2,1
2020-03-21,2020,3,21,4,0
2020-03-21,2020,3,21,2,1
2020-03-21,2020,3,21,2,1
2020-03-21,2020,3,21,3,0
2020-03-21,2020,3,21,3,0
2020-03-21,2020,3,21,2,1
2020-03-22,2020,3,22,2,1
2020-03-22,2020,3,22,2,1
2020-03-22,2020,3,22,2,1
2020-03-22,2020,3,22,2,1
2020-03-22,2020,3,22,2,1
2020-03-22,2020,3,22,2,1
2020-03-22,2020,3,22,2,1
2020-03-23,2020,3,23,2,1
2020-03-23,2020,3,23,3,0
2020-03-23,2020,3,23,2,1
2020-03-23,2020,3,23,4,0
2020-03-23,2020,3,23,2,1
2020-03-23,2020,3,23,3,0
2020-03-23,2020,3,23,2,1
2020-03-24,2020,3,24,2,1
2020-03-24,2020,3,24,2,1
2020-03-24,2020,3,24,2,1
2020-03-24,2020,3,24,2,1
2020-03-24,2020,3,24,4,0
2020-03-24,2020,3,24,2,1
2020-03-24,2020,3,24,2,1
2020-03-25,2020,3,25,2,1
2020-03-25,2020,3,25,4,0
2020-03-25,2020,3,25,2,1
2020-03-25,2020,3,25,2,1
2020-03-25,2020,3,25,2,1
2020-03-25,2020,3,25,3,0
2020-03-25,2020,3,25,2,1
2020-03-26,2020,3,26,2,1
2020-03-26,2020,3,26,2,1
2020-03-26,2020,3,26,2,1
2020-03-26,2020,3,26,4,0
2020-03-26,2020,3,26,2,1
2020-03-26,2020,3,26,2,1
2020-03-26,2020,3,26,2,1
2020-03-27,2020,3,27,2,1
2020-03-27,2020,3,27,4,0
2020-03-27,2020,3,27,2,1
2020-03-27,2020,3,27,2,1
2020-03-27,2020,3,27,2,1
2020-03-27,2020,3,27,4,0
2020-03-27,2020,3,27,2,1
2020-03-28,2020,3,28,2,1
2020-03-28,2020,3,28,2,1
2020-03-28,2020,3,28,2,1
2020-03-28,2020,3,28,3,0
2020-03-28,2020,3,28,2,1
2020-03-28,2020,3,28,2,1
2020-03-28,2020,3,28,4,0
2020-03-29,2020,3,29,2,1
2020-03-29,2020,3,29,2,1
2020-03-29,2020,3,29,2,1
2020-03-29,2020,3,29,2,1
2020-03-29,2020,3,29,2,1
2020-03-29,2020,3,29,2,1
2020-03-29,2020,3,29,2,1
2020-03-30,2020,3,30,2,1
2020-03-30,2020,3,30,3,0
2020-03-30,2020,3,30,2,1
2020-03-30,2020,3,30,2,1
2020-03-30,2020,3,30,2,1
2020-03-30,2020,3,30,2,1
2020-03-30,2020,3,30,2,1
2020-03-31,2020,3,31,2,1
2020-03-31,2020,3,31,2,1
2020-03-31,2020,3,31,2,1
2020-03-31,2020,3,31,2,1
2020-03-31,2020,3,31,2,1
2020-03-31,2020,3,31,2,1
2020-03-31,2020,3,31,2,1
2020-04-01,2020,4,1,2,1
2020-04-01,2020,4,1,2,1
2020-04-01,2020,4,1,2,1
2020-04-01,2020,4,1,2,1
2020-04-01,2020,4,1,2,1
2020-04-01,2020,4,1,2,1
2020-04-01,2020,4,1,2,1
2020-04-02,2020,4,2,2,1
2020-04-02,2020,4,2,3,0
2020-04-02,2020,4,2,2,1
2020-04-02,2020,4,2,2,1
2020-04-02,2020,4,2,2,1
2020-04-02,2020,4,2,4,0
2020-04-02,2020,4,2,2,1
2020-04-03,2020,4,3,2,1
2020-04-03,2020,4,3,2,1
2020-04-03,2020,4,3,2,1
2020-04-03,2020,4,3,2,1
2020-04-03,2020,4,3,2,1
2020-04-03,2020,4,3,2,1
2020-04-03,2020,4,3,2,1
2020-04-04,2020,4,4,3,0
2020-04-04,2020,4,4,2,1
2020-04-04,2020,4,4,2,1
2020-04-04,2020,4,4,2,1
2020-04-04,2020,4,4,2,1
2020-04-04,2020,4,4,2,1
2020-04-04,2020,4,4,2,1
2020-04-05,2020,4,5,2,1
2020-04-05,2020,4,5,3,0
2020-04-05,2020,4,5,3,0
2020-04-05,2020,4,5,2,1
2020-04-05,2020,4,5,3,0
2020-04-05,2020,4,5,2,1
2020-04-05,2020,4,5,2,1
2020-04-06,2020,4,6,2,1
2020-04-06,2020,4,6,2,1
2020-04-06,2020,4,6,2,1
2020-04-06,2020,4,6,2,1
2020-04-06,2020,4,6,2,1
2020-04-06,2020,4,6,2,1
2020-04-06,2020,4,6,2,1
2020-04-07,2020,4,7,2,1
2020-04-07,2020,4,7,4,0
2020-04-07,2020,4,7,2,1
2020-04-07,2020,4,7,2,1
2020-04-07,2020,4,7,2,1
2020-04-07,2020,4,7,2,1
2020-04-07,2020,4,7,2,1
2020-04-08,2020,4,8,3,0
2020-04-08,2020,4,8,3,0
2020-04-08,2020,4,8,2,1
2020-04-08,2020,4,8,4,0
2020-04-08,2020,4,8,2,1
2020-04-08,2020,4,8,3,0
2020-04-08,2020,4,8,2,1
2020-04-09,2020,4,9,2,1
2020-04-09,2020,4,9,3,0
2020-04-09,2020,4,9,2,1
2020-04-09,2020,4,9,2,1
2020-04-09,2020,4,9,2,1
2020-04-09,2020,4,9,2,1
2020-04-09,2020,4,9,2,1
2020-04-10,2020,4,10,2,1
2020-04-10,2020,4,10,2,1
2020-04-10,2020,4,10,2,1
2020-04-10,2020,4,10,4,0
2020-04-10,2020,4,10,2,1
2020-04-10,2020,4,10,3,0
2020-04-10,2020,4,10,2,1
2020-04-11,2020,4,11,2,1
2020-04-11,2020,4,11,3,0
2020-04-11,2020,4,11,4,0
2020-04-11,2020,4,11,2,1
2020-04-11,2020,4,11,2,1
2020-04-11,2020,4,11,2,1
2020-04-11,2020,4,11,2,1
2020-04-12,2020,4,12,4,0
2020-04-12,2020,4,12,2,1
2020-04-12,2020,4,12,2,1
2020-04-12,2020,4,12,2,1
2020-04-12,2020,4,12,2,1
2020-04-12,2020,4,12,2,1
2020-04-12,2020,4,12,2,1
2020-04-13,2020,4,13,2,1
2020-04-13,2020,4,13,2,1
2020-04-13,2020,4,13,2,1
2020-04-13,2020,4,13,4,0
2020-04-13,2020,4,13,2,1
2020-04-13,2020,4,13,2,1
2020-04-13,2020,4,13,3,0
2020-04-14,2020,4,14,2,1
2020-04-14,2020,4,14,2,1
2020-04-14,2020,4,14,2,1
2020-04-14,2020,4,14,2,1
2020-04-14,2020,4,14,4,0
2020-04-14,2020,4,14,2,1
2020-04-14,2020,4,14,2,1
2020-04-15,2020,4,15,2,1
2020-04-15,2020,4,15,2,1
2020-04-15,2020,4,15,3,0
2020-04-15,2020,4,15,2,1
2020-04-15,2020,4,15,2,1
2020-04-15,2020,4,15,2,1
2020-04-15,2020,4,15,2,1
2020-04-16,2020,4,16,2,1
2020-04-16,2020,4,16,2,1
2020-04-16,2020,4,16,2,1
2020-04-16,2020,4,16,2,1
2020-04-16,2020,4,16,2,1
2020-04-16,2020,4,16,4,0
2020-04-16,2020,4,16,2,1
2020-04-17,2020,4,17,2,1
2020-04-17,2020,4,17,4,0
2020-04-17,2020,4,17,2,1
2020-04-17,2020,4,17,2,1
2020-04-17,2020,4,17,2,1
2020-04-17,2020,4,17,2,1
2020-04-17,2020,4,17,2,1
2020-04-18,2020,4,18,2,1
2020-04-18,2020,4,18,2,1
2020-04-18,2020,4,18,2,1
2020-04-18,2020,4,18,2,1
2020-04-18,2020,4,18,4,0
2020-04-18,2020,4,18,2,1
2020-04-18,2020,4,18,4,0
2020-04-19,2020,4,19,2,1
2020-04-19,2020,4,19,2,1
2020-04-19,2020,4,19,4,0
2020-04-19,2020,4,19,2,1
2020-04-19,2020,4,19,2,1
2020-04-19,2020,4,19,2,1
2020-04-19,2020,4,19,2,1
2020-04-20,2020,4,20,2,1
2020-04-20,2020,4,20,4,0
2020-04-20,2020,4,20,3,0
2020-04-20,2020,4,20,2,1
2020-04-20,2020,4,20,2,1
